Time,R.ASIS.X,R.ASIS.Y,R.ASIS.Z,L.ASIS.X,L.ASIS.Y,L.ASIS.Z,V.Sacral.X,V.Sacral.Y,V.Sacral.Z,R.Thigh.Upper.X,R.Thigh.Upper.Y,R.Thigh.Upper.Z,R.Thigh.Front.X,R.Thigh.Front.Y,R.Thigh.Front.Z,R.Thigh.Rear.X,R.Thigh.Rear.Y,R.Thigh.Rear.Z,L.Thigh.Upper.X,L.Thigh.Upper.Y,L.Thigh.Upper.Z,L.Thigh.Front.X,L.Thigh.Front.Y,L.Thigh.Front.Z,L.Thigh.Rear.X,L.Thigh.Rear.Y,L.Thigh.Rear.Z,R.Shank.Upper.X,R.Shank.Upper.Y,R.Shank.Upper.Z,R.Shank.Front.X,R.Shank.Front.Y,R.Shank.Front.Z,R.Shank.Rear.X,R.Shank.Rear.Y,R.Shank.Rear.Z,L.Shank.Upper.X,L.Shank.Upper.Y,L.Shank.Upper.Z,L.Shank.Front.X,L.Shank.Front.Y,L.Shank.Front.Z,L.Shank.Rear.X,L.Shank.Rear.Y,L.Shank.Rear.Z,R.Heel.X,R.Heel.Y,R.Heel.Z,R.Midfoot.Sup.X,R.Midfoot.Sup.Y,R.Midfoot.Sup.Z,R.Midfoot.Lat.X,R.Midfoot.Lat.Y,R.Midfoot.Lat.Z,R.Toe.Tip.X,R.Toe.Tip.Y,R.Toe.Tip.Z,L.Heel.X,L.Heel.Y,L.Heel.Z,L.Midfoot.Sup.X,L.Midfoot.Sup.Y,L.Midfoot.Sup.Z,L.Midfoot.Lat.X,L.Midfoot.Lat.Y,L.Midfoot.Lat.Z,L.Toe.Tip.X,L.Toe.Tip.Y,L.Toe.Tip.Z,Sternum.X,Sternum.Y,Sternum.Z,R.Acromium.X,R.Acromium.Y,R.Acromium.Z,L.Acromium.X,L.Acromium.Y,L.Acromium.Z,R.Bicep.X,R.Bicep.Y,R.Bicep.Z,L.Bicep.X,L.Bicep.Y,L.Bicep.Z,R.Elbow.X,R.Elbow.Y,R.Elbow.Z,L.Elbow.X,L.Elbow.Y,L.Elbow.Z,R.Wrist.Med.X,R.Wrist.Med.Y,R.Wrist.Med.Z,R.Wrist.Lat.X,R.Wrist.Lat.Y,R.Wrist.Lat.Z,L.Wrist.Med.X,L.Wrist.Med.Y,L.Wrist.Med.Z,L.Wrist.Lat.X,L.Wrist.Lat.Y,L.Wrist.Lat.Z,R.Toe.Lat.X,R.Toe.Lat.Y,R.Toe.Lat.Z,R.Toe.Med.X,R.Toe.Med.Y,R.Toe.Med.Z,L.Toe.Lat.X,L.Toe.Lat.Y,L.Toe.Lat.Z,L.Toe.Med.X,L.Toe.Med.Y,L.Toe.Med.Z,R.Temple.X,R.Temple.Y,R.Temple.Z,L.Temple.X,L.Temple.Y,L.Temple.Z,Top.Head.X,Top.Head.Y,Top.Head.Z
0.933,628.25208,1079.55249,169.09355,619.79108,1071.07068,-91.42128,425.11749,1072.63074,52.94118,612.46625,755.51276,214.40796,677.0965,699.52435,118.62119,615.23242,633.16504,202.64294,619.20227,767.26587,-159.14806,727.26129,750.98608,-116.03751,650.08881,660.93115,-154.78812,557.2478,458.50659,186.45415,632.64795,420.11911,132.87575,565.20477,371.99359,190.93111,608.94666,487.76926,-157.2762,610.45868,415.37448,-106.50584,560.69086,472.09116,-157.59987,471.46991,70.98,96.00592,617.30182,78.3905,70.20889,604.30573,62.82155,176.2914,759.12799,49.39424,119.96875,293.64511,293.30209,-43.75286,408.18652,164.14569,-36.48583,377.21255,174.23047,-129.75198,456.6145,68.15997,-74.47534,648.16663,1382.88696,40.92058,558.51196,1464.49829,258.83963,570.48431,1505.76404,-158.02953,571.93878,1261.9043,300.98862,569.70166,1268.8822,-200.72305,535.005,1156.8147,330.54877,510.69489,1180.50671,-241.31229,705.28345,948.01868,312.18942,667.71283,926.9093,362.03549,599.96393,942.29492,-207.80385,554.04932,939.47241,-268.10718,691.69708,38.97646,195.85194,704.09735,47.28752,85.98151,398.75446,110.87935,-143.26944,428.11728,103.41789,-43.93968,716.38507,1599.89905,138.90427,729.15588,1609.12268,-0.01934,727.51294,1779.20435,85.29955
0.95,623.44818,1079.39246,171.80344,618.75446,1073.33508,-88.96712,423.16211,1074.5105,53.72158,603.32312,754.85229,215.07388,667.84613,699.03436,120.084,603.70251,633.2785,203.69791,627.49268,771.3457,-158.39035,734.03674,757.3941,-112.49499,660.20508,665.69104,-153.5022,541.75323,458.92151,186.33897,616.35535,419.93497,133.16499,549.29938,372.02133,190.36278,625.29901,489.74371,-154.5946,629.50293,418.21506,-103.93226,577.80383,471.89639,-155.86266,452.69376,71.33151,95.96391,598.62555,78.33881,70.05779,585.23053,62.79,175.95575,740.29102,48.90823,120.00063,318.6384,277.8606,-44.07338,440.3443,160.87198,-34.04529,412.2518,165.49071,-128.51598,496.98828,64.83167,-71.4491,646.22559,1384.36206,41.92009,558.00659,1467.0697,259.33279,567.33032,1507.11169,-157.22054,573.47894,1264.39929,301.98972,564.18042,1270.51868,-200.3927,537.94928,1158.81055,332.59738,502.73587,1182.0166,-239.39388,712.07172,953.26141,310.88452,675.67023,931.42084,361.41742,592.60803,945.04321,-206.401,547.60425,941.26672,-267.09436,673.06451,39.67105,195.96065,684.61584,46.73662,85.94205,435.8642,102.59859,-140.901,465.32269,97.55957,-41.47995,716.33856,1601.73767,139.11713,728.04657,1610.44751,0.79457,727.56641,1780.50439,85.05804
0.967,620.32294,1079.44556,173.6599,617.13568,1074.67151,-87.61691,421.02917,1075.91345,54.32738,593.91431,754.91101,216.06361,658.08691,697.84229,121.51342,591.56018,632.95081,203.91011,634.8844,775.13892,-157.39783,739.57953,763.74072,-109.42312,669.19183,670.44403,-151.20129,526.89093,459.27023,186.95137,600.67096,419.2543,133.73674,533.6698,372.58426,190.7822,638.68213,491.63812,-153.793,649.53662,420.67462,-101.21098,594.18329,470.74951,-154.21313,434.07977,71.68982,95.84373,579.99451,78.27141,69.8012,566.203,62.85234,175.71611,721.55695,48.34639,120.07935,345.35052,259.53073,-44.22947,474.81891,152.95551,-32.47479,448.77151,155.14963,-127.54941,539.39008,60.92508,-69.03455,644.62402,1385.38367,42.66422,557.34491,1468.61096,260.40167,566.33051,1507.68628,-157.17998,575.47797,1265.71326,303.61789,557.67542,1271.16541,-199.71321,540.50171,1160.39197,334.36679,496.04642,1184.03699,-237.70219,718.48956,958.71436,309.64084,683.51428,935.32855,360.14975,586.41357,946.99268,-205.62878,540.72021,942.49719,-265.74759,654.46167,39.32751,195.67305,665.27173,46.23621,85.87449,476.51706,94.04929,-139.21117,504.98672,90.89392,-39.5504,716.41907,1603.29529,139.15808,726.48248,1611.58191,0.70495,726.08478,1781.96326,85.18867
0.983,619.0271,1079.98804,175.35954,617.67743,1076.49878,-86.16577,418.75839,1076.86426,54.81711,585.25385,754.77252,216.49402,648.02087,695.87518,122.70574,579.45007,632.72015,204.77686,640.83014,778.46484,-156.08681,745.28625,769.1524,-105.45467,676.65778,674.17145,-149.92465,511.13892,460.20425,186.55614,586.10028,419.41278,134.08746,518.69006,373.22354,190.58171,654.02362,491.50961,-150.84145,667.0849,422.67419,-99.49695,609.34454,468.70279,-152.41026,415.63306,72.06915,95.52757,561.3999,78.21736,69.48312,547.22095,62.9626,175.55904,702.79626,47.72881,120.15365,374.06619,238.83852,-43.97089,511.51807,142.61208,-31.72385,486.65564,143.86971,-127.02671,583.80945,57.15593,-67.75214,644.24158,1385.75818,42.81429,555.53314,1469.3075,261.49026,564.63074,1507.81018,-156.90485,574.70593,1266.46704,304.72787,552.45685,1271.75806,-199.20949,542.81244,1161.55811,335.88727,488.61014,1184.97644,-236.48387,725.7113,963.83459,308.20306,691.31268,939.96503,359.30951,580.22467,948.75146,-205.06447,533.58466,943.66956,-263.69492,630.9361,38.61992,195.67581,646.14728,45.82116,85.83315,519.38934,85.565,-138.39078,547.08856,84.05202,-38.57761,715.31079,1604.05127,138.80305,725.77576,1612.49744,0.84904,724.79065,1782.67737,84.6737
1,615.43927,1079.43311,176.57578,614.92468,1077.57422,-84.966,416.41379,1077.43005,55.18749,578.21021,755.4491,216.81873,639.33728,695.55109,122.4567,569.69446,632.87762,203.87502,645.00659,781.12756,-154.50349,747.60608,773.87463,-101.30999,682.63525,677.69769,-147.70512,497.12564,460.55902,186.11975,571.22455,419.59518,133.87451,501.6517,373.55301,189.50568,664.5448,491.96671,-147.97028,684.00006,423.28522,-97.24824,622.89417,465.77942,-150.27832,397.26648,72.57486,94.96099,542.84082,78.22562,69.15993,528.22162,63.1639,175.43929,683.9278,47.14318,120.17413,404.93152,216.46176,-43.24843,550.16296,131.49792,-31.70667,525.71173,132.29214,-127.06281,629.90881,54.11114,-67.91379,643.75244,1385.77576,42.90262,556.12909,1470.80029,261.7684,562.54559,1507.44629,-156.40956,577.54663,1268.35461,305.10022,547.21265,1271.57617,-198.62155,545.00848,1162.30518,337.1694,481.89813,1185.76599,-235.34264,731.04999,968.62653,306.13135,699.11157,943.89014,357.45258,575.77521,949.79834,-204.4312,526.7962,943.96808,-261.29572,613.54803,38.64017,195.38828,627.36597,45.50982,85.84998,563.26031,77.43928,-138.4976,591.25262,77.51672,-38.81316,715.05133,1604.41345,138.87054,724.42792,1612.51038,0.21906,723.82074,1783.11755,84.20832
1.017,612.78967,1078.69312,177.65875,613.39569,1078.02356,-84.23403,414.06271,1077.7179,55.36993,570.80896,755.63263,216.44527,630.03607,693.39661,123.43427,558.32892,632.52307,204.16736,647.39471,782.92987,-152.73613,748.71088,776.82922,-97.29073,686.75739,679.79388,-145.13231,482.86679,462.02496,185.56248,557.33984,419.21799,133.91148,487.02493,374.77185,188.67249,673.93085,490.72684,-143.28775,699.36084,423.91702,-94.98521,634.71411,461.94913,-147.7603,378.8367,73.34071,94.20866,524.29443,78.33836,68.88299,509.22946,63.47643,175.2972,664.99518,46.68679,120.14464,438.0791,193.23943,-42.02727,590.42255,120.71815,-32.36782,565.6861,121.08888,-127.66816,677.01917,52.21431,-69.62057,641.45636,1385.58459,43.14288,555.7226,1471.06543,262.06827,561.15497,1507.01611,-156.74812,578.34784,1268.74854,305.81165,542.58618,1271.36292,-197.95967,547.12329,1162.6156,338.216,476.49435,1186.43945,-234.98201,736.35614,973.08185,303.69666,705.99847,947.03809,355.55893,570.66272,950.00696,-203.0334,520.74469,944.25952,-259.68539,595.92004,38.54037,194.44986,609.01208,45.32736,85.92583,607.42242,70.13221,-139.53033,636.83459,71.75185,-40.26902,714.18817,1604.67371,138.64677,723.71741,1612.13843,-0.16045,723.21948,1783.01318,83.472
1.033,610.61151,1077.91052,178.77003,611.16962,1077.65552,-83.08124,411.74615,1077.82214,55.29718,560.01221,755.11749,216.86717,620.51508,692.1687,123.18604,548.46771,632.94647,202.96092,648.12323,783.71576,-150.8685,749.55426,778.75092,-94.00999,688.68604,681.29529,-143.11356,468.22162,461.96002,185.45607,542.45129,419.30032,133.40154,471.49353,375.03351,188.33276,682.04333,490.14182,-140.34061,713.66675,424.24692,-93.96558,644.99078,457.17392,-144.94818,360.29871,74.39057,93.39417,505.70529,78.56377,68.68529,490.31409,63.84711,175.10899,646.09778,46.38002,120.12874,473.61298,170.13777,-40.36203,632.0495,111.1694,-33.64075,606.26404,110.94839,-128.69778,724.4826,51.90353,-72.75745,639.91882,1384.80493,43.5209,555.06531,1470.65637,262.02463,559.41309,1505.54736,-156.17076,578.36554,1268.54236,305.86801,539.39398,1270.72668,-197.98381,549.08057,1162.4834,339.02313,470.9136,1185.71094,-233.00352,741.29486,977.11816,300.93805,712.41644,950.55792,354.12228,565.88812,949.63269,-202.19539,515.65656,943.76813,-258.90573,576.41321,38.8303,195.13432,590.96436,45.27647,86.03589,651.80896,64.34834,-141.47731,683.13037,67.30879,-42.7508,713.59283,1604.1637,137.96255,723.13312,1611.9209,-0.4507,722.43726,1782.64844,82.82899
1.05,608.02698,1077.45605,179.36354,608.94733,1077.13696,-83.0115,409.49426,1077.77014,54.99611,552.65326,753.99438,216.04495,612.48181,690.3324,123.59262,537.56128,632.14435,203.95134,647.32959,783.38928,-148.95226,746.47388,779.81665,-90.35934,687.94824,681.38623,-141.4902,454.09912,463.10962,184.9673,527.51166,419.33774,134.16551,455.61084,375.99789,187.88815,689.74884,487.57733,-137.96828,727.24536,424.36902,-92.6711,654.07501,451.50369,-142.02921,341.6918,75.62772,92.63502,487.01355,78.86755,68.57675,471.48154,64.21933,174.90984,627.27179,46.16028,120.1974,511.42416,148.1535,-38.48219,674.75403,103.67696,-35.3692,647.09357,102.53288,-129.88203,771.67548,53.6874,-76.93567,639.51685,1384.1167,43.34487,553.72223,1470.22144,261.81287,558.83685,1504.32983,-156.33441,578.43732,1268.24927,305.61737,536.32721,1269.62927,-196.83241,550.74542,1161.95374,339.57181,467.74808,1185.50024,-232.95317,746.01221,980.85486,298.95322,718.21698,953.1496,351.88062,562.23486,949.07214,-201.19254,511.33066,942.46722,-255.89888,556.80505,38.5237,195.32623,572.84198,45.26187,86.14198,696.59558,60.86846,-144.26515,729.49414,64.79998,-45.88915,713.24603,1603.29993,137.64188,722.21484,1610.27209,-0.54531,721.08929,1781.36487,81.70058
1.067,604.76978,1076.28625,179.78239,607.31439,1074.91772,-82.79926,407.35794,1077.52136,54.54893,543.26129,753.30573,216.06317,605.13232,689.34906,124.22559,526.46283,632.51031,202.94751,645.16296,781.90839,-147.02898,743.09131,778.56451,-86.51601,686.25995,679.9212,-139.16229,438.63266,464.20139,184.92296,513.62329,418.45605,133.99174,440.83292,376.90875,188.15213,694.71942,483.70197,-135.37856,738.49524,423.33051,-91.51077,662.39185,445.11008,-139.25107,323.00983,76.95102,92.05249,468.20172,79.19153,68.54599,452.69,64.57482,174.74904,608.46155,45.95353,120.33659,551.0127,128.19739,-36.71721,717.88849,98.87459,-37.27917,687.83124,96.40814,-130.96593,817.85693,58.05247,-81.46851,637.72388,1382.5979,43.75163,551.69806,1469.22192,260.53668,555.41693,1503.09192,-155.85466,579.40649,1267.50476,305.57541,533.58899,1268.48645,-196.81136,552.02228,1161.11072,339.82635,464.68088,1183.57129,-230.94901,749.93848,983.52081,296.60828,722.75226,955.20172,349.67352,559.82526,947.89667,-200.84074,508.47256,941.26117,-255.42073,538.03369,38.03339,195.24768,554.16974,45.11159,86.24473,741.48108,60.21981,-147.55196,775.29285,64.84122,-49.19323,712.44672,1601.79407,137.33537,721.05182,1609.21204,-1.85143,721.54431,1780.10706,80.51108
1.083,601.90424,1074.1814,179.20065,606.00696,1073.09058,-82.66354,405.40454,1076.99768,53.96653,540.06116,753.72949,215.25154,592.94989,686.12787,124.17065,515.93024,631.96191,203.67921,641.8407,779.29425,-145.17514,739.95557,775.19073,-83.26038,683.18158,677.56512,-138.01175,424.92966,465.06955,184.90317,498.52533,418.57047,134.62401,425.53174,377.52563,188.61635,697.60339,479.35107,-132.60638,747.49622,422.93076,-89.29154,670.29205,438.26797,-136.88226,304.23062,78.33131,91.7636,449.31744,79.48853,68.56399,433.90933,64.90057,174.64146,589.56873,45.73684,120.3999,591.42236,111.02247,-35.41105,760.38849,97.16718,-39.00536,728.16772,93.02437,-131.81516,862.30524,65.45494,-85.45476,635.97864,1380.86279,42.76938,551.38147,1468.41626,259.90787,556.28265,1501.23889,-158.14671,579.31598,1266.73376,305.3952,532.33447,1266.37329,-196.56128,552.91229,1160.00391,339.74707,463.12384,1181.97131,-231.30292,752.61182,985.47003,294.52936,727.42645,956.76886,348.21329,557.16827,946.7052,-199.60735,505.73239,939.89783,-255.12169,520.5675,37.39932,195.38362,534.66895,44.69811,86.40224,785.60065,62.60382,-150.62469,819.80334,68.007,-52.16591,711.91241,1600.46973,135.73289,719.71057,1606.90967,-2.77227,720.36804,1778.29419,79.91427
1.1,600.22357,1072.68774,179.88789,605.29401,1070.34839,-82.70392,403.69339,1076.10205,53.19275,526.96063,751.69476,216.61995,585.41333,684.72803,124.40853,505.50711,631.53931,203.39232,637.66699,775.66235,-143.49101,734.16565,771.28131,-81.18932,679.01715,674.30304,-136.2764,411.77832,465.84711,185.6394,483.90991,417.49988,135.24586,410.53503,378.34033,188.61543,701.51172,474.27078,-130.4872,757.71265,423.37466,-88.91285,677.89539,431.33316,-135.09744,285.40155,79.78864,91.76987,430.45255,79.75011,68.58958,415.14761,65.17447,174.5751,570.54144,45.53523,120.21055,631.41333,97.13287,-34.92287,801.03595,98.78211,-40.14394,767.74249,92.72816,-132.37039,904.44531,76.29243,-87.94341,634.9967,1378.75427,42.13172,549.98877,1466.60754,258.93277,554.77057,1499.20251,-158.48955,578.36438,1265.44141,304.88995,531.68646,1264.7843,-196.80743,553.48517,1158.60693,339.31528,460.92725,1180.66785,-231.32045,755.92767,987.30035,291.95557,730.95471,958.09595,345.72122,556.74548,944.50818,-199.83353,503.40381,937.43115,-253.70868,501.32556,37.40126,195.59758,514.44885,44.01646,86.67237,828.1283,68.13359,-152.67094,862.19098,74.73424,-54.27697,710.64417,1597.89709,133.95587,718.80994,1604.60706,-3.70605,720.51007,1776.28052,77.97871
1.117,598.64087,1070.50024,180.07411,604.3421,1067.37207,-82.31432,402.271,1074.71863,52.19051,519.2348,751.49884,217.07512,575.07159,682.10803,124.65931,496.24091,631.19928,203.47908,633.01227,771.26373,-142.05313,729.16998,765.55835,-78.20711,672.8252,669.61615,-135.35289,399.44766,466.65933,185.02968,470.73563,417.37134,135.03984,396.23749,378.94116,188.50343,704.23059,468.94531,-128.29494,763.15741,423.5614,-85.52769,685.04681,424.68448,-133.88136,266.59918,81.36549,91.90852,411.69852,80.01182,68.57739,396.4411,65.4279,174.55125,551.43866,45.37507,119.73339,669.81683,86.62876,-35.58039,838.67065,103.64902,-40.33368,805.92108,95.63901,-132.52203,943.6026,90.61522,-88.18266,634.6076,1376.43811,41.72544,548.23071,1464.47437,258.13382,555.32446,1496.48328,-159.40776,577.7597,1263.53528,302.97556,531.36401,1262.18982,-198.28497,553.82288,1156.87292,338.5462,460.69656,1177.78748,-231.20256,757.52783,987.8938,289.2955,733.76288,958.42175,343.4758,554.76031,941.86316,-199.04012,503.10611,934.51746,-253.78835,480.57434,38.01369,194.53514,493.96973,43.17726,87.02534,868.43896,76.84702,-153.13719,901.4765,85.04469,-54.88903,708.51923,1595.03394,132.5771,718.56067,1602.16357,-5.11503,720.76678,1773.90991,76.16646
1.133,595.25098,1068.30469,179.76115,604.16132,1063.79492,-82.28702,401.16541,1072.74683,50.94894,512.61694,749.65228,216.53368,567.83276,679.94128,124.27079,487.69778,630.41394,203.14674,628.31232,766.47095,-140.9012,723.23486,759.46967,-75.76598,666.50983,664.2887,-133.68864,385.97742,466.77612,185.16888,457.20837,417.82361,134.39142,382.13998,379.86902,188.37857,706.138,464.39389,-126.5559,769.25482,424.06079,-84.44238,691.36761,418.62506,-133.03954,247.87466,83.14491,91.99711,393.11627,80.34066,68.48724,377.82718,65.76521,174.57439,532.34711,45.25195,119.14275,705.63831,79.18226,-37.43513,872.25659,111.20737,-39.35473,841.63348,101.42963,-132.04881,978.7392,107.73588,-85.87766,633.00665,1373.71558,39.72433,547.72162,1462.34607,256.55536,555.52155,1493.83191,-161.86913,577.83209,1261.62683,303.0036,531.12134,1258.9917,-199.48833,553.97705,1154.81262,337.48215,460.20703,1174.68616,-232.14227,758.62451,988.09625,287.53351,736.44983,958.74963,341.46887,554.35272,938.78937,-199.13586,502.82971,931.92041,-254.54956,459.03574,38.22298,195.5609,473.81638,42.35682,87.31343,905.73468,88.37373,-151.82225,936.50385,98.20861,-53.49326,709.56561,1593.31445,131.73869,717.79132,1599.3772,-7.39426,720.20422,1771.05383,74.51572
1.15,593.65784,1066.49744,178.7206,604.11615,1060.67749,-82.30027,400.36429,1070.18652,49.46427,507.3826,747.96198,216.28487,561.40741,677.80469,124.58694,479.733,629.72382,202.68016,624.11621,761.67615,-140.07327,717.82233,752.9375,-72.77086,659.93048,658.85101,-132.18544,374.05368,468.20511,185.29251,443.94775,417.48865,134.61186,368.32843,380.79916,188.32436,707.34357,459.92148,-124.9593,770.67493,423.96265,-80.78837,696.51129,413.31427,-132.328,229.27403,85.23547,91.97382,374.73697,80.81812,68.29687,359.33017,66.28391,174.61679,513.24078,45.12311,118.7421,737.75757,74.25109,-39.97209,900.8819,120.34444,-37.19364,873.45477,109.18045,-130.70445,1008.63531,126.12567,-81.28506,632.8111,1370.65161,38.94257,546.85278,1460.02185,254.38263,554.19312,1490.28784,-162.77654,577.82068,1259.70654,300.8313,531.51715,1255.50183,-200.44865,553.94855,1152.50183,336.17581,460.03223,1171.33362,-233.22464,759.27136,987.58118,285.2359,737.88806,957.64288,339.52802,554.69501,935.77863,-199.87366,503.50513,928.6438,-255.93036,443.2056,37.4383,195.46913,454.42349,41.73405,87.37447,938.87891,101.67159,-148.82365,966.16571,112.75121,-50.05628,709.02734,1590.40283,130.15584,717.3172,1595.95911,-9.03181,719.42303,1768.2406,71.8179
1.167,592.66193,1063.55713,179.59691,604.54376,1057.34827,-82.75171,399.82217,1067.16602,47.74772,501.05392,746.51721,215.75328,554.146,675.35529,123.56184,469.61557,628.98767,202.00334,621.06201,757.20081,-139.6144,713.35974,746.47528,-70.55125,655.30682,652.86597,-129.15384,362.35309,468.78857,184.32716,431.45926,417.13184,134.49297,355.29309,382.08218,187.34953,707.73425,456.38852,-124.76595,774.68768,425.50629,-78.98329,700.5293,408.79935,-131.63747,210.85732,87.73154,91.90054,356.5813,81.52276,68.02066,340.9866,67.01324,174.63887,494.02866,44.92286,118.74832,764.67529,71.27357,-42.1911,923.72467,129.49626,-34.05029,899.90668,117.39445,-128.41006,1032.32849,143.65102,-75.11068,632.77057,1367.25562,37.12395,545.73505,1457.2135,252.66893,557.37286,1486.54675,-166.17421,576.29187,1256.9043,299.69833,531.65387,1251.6156,-201.70338,553.70398,1150.05493,334.66675,461.73746,1167.52417,-235.77669,760.16406,985.89667,283.7485,737.18158,956.04309,337.77625,555.45221,931.88922,-200.25334,504.39532,924.16931,-256.43423,423.57788,37.07114,195.40121,435.90607,41.39734,87.17682,966.53937,114.99046,-144.51314,989.69019,126.77868,-45.05469,708.62482,1587.31189,128.07712,717.1781,1592.65503,-10.96707,718.77179,1764.76514,69.1098
1.183,590.09491,1060.94812,179.02327,605.61877,1054.19812,-83.06393,399.4993,1063.87622,45.82192,496.16922,745.41321,215.96352,548.96045,673.49707,124.22026,463.2309,628.6369,202.00323,619.68671,753.27679,-139.51245,711.17572,741.36255,-68.98329,653.1618,648.70416,-129.27287,350.92627,470.46347,184.77202,418.716,416.71524,134.77975,343.04556,383.09152,187.64194,708.89111,453.19754,-124.30695,775.83942,425.37982,-77.52838,703.98212,405.10532,-131.04785,192.6985,90.73571,91.89878,338.67273,82.50958,67.7253,322.8511,67.91902,174.64458,474.71924,44.62044,119.08192,784.78229,69.62354,-43.19825,940.10266,136.90997,-30.26934,919.77856,124.22194,-125.34037,1049.35242,157.93831,-68.29745,631.25806,1363.61792,34.89532,544.95831,1454.28394,249.79196,556.04865,1482.20837,-167.0779,575.90698,1254.49487,296.83041,532.89648,1247.56885,-204.01407,553.20618,1147.62073,332.96072,463.24097,1162.86475,-237.55516,760.35669,984.06927,281.44278,739.60321,954.24371,335.44803,557.32239,927.45258,-201.04314,506.75864,920.37726,-257.86072,403.79245,37.07225,195.64008,418.02115,41.25381,86.85775,987.45746,126.05046,-139.44402,1006.61353,138.26665,-39.22326,707.37189,1584.64282,125.23552,716.78381,1589.12463,-13.53559,718.5144,1761.53943,66.35759
1.2,590.57294,1058.05444,179.31395,606.59998,1050.77039,-83.30563,399.40009,1060.52417,43.70006,490.81909,743.62622,215.25713,542.23846,670.77106,125.42156,455.23129,627.78046,201.78172,620.19812,750.03888,-139.64091,710.30347,737.52234,-67.46902,651.51874,645.28668,-129.87531,341.67801,471.32721,184.4792,408.56949,415.8576,133.88264,330.36133,384.46988,187.57945,710.48303,450.01099,-123.37328,777.427,424.29803,-76.35629,707.56396,402.23123,-130.61047,174.91431,94.38618,92.06765,321.03391,83.79121,67.52274,304.93973,68.94331,174.7009,455.41403,44.26223,119.43226,797.00592,68.54844,-42.80907,949.67523,141.04283,-26.18067,932.33075,127.93854,-121.78487,1059.67822,166.78601,-61.69559,630.64673,1360.28674,33.47805,543.92993,1452.17212,247.15874,559.18799,1478.21765,-170.55269,574.66711,1251.79285,294.68225,534.82611,1243.52014,-205.86768,552.43976,1145.37134,331.03156,465.46936,1158.14185,-240.57771,759.19922,980.74066,279.81241,737.54907,951.46594,334.90747,559.68091,923.50568,-203.32207,509.90198,915.81836,-259.49789,384.92978,36.78189,195.17854,400.32056,41.08836,86.60834,1000.80151,132.61819,-134.13728,1016.67676,145.30399,-33.25708,706.37201,1581.57178,122.23056,716.52533,1586.28015,-16.38228,718.13354,1758.62708,63.15164
1.217,589.53101,1055.78406,177.99529,605.97797,1048.18945,-82.82168,399.59836,1057.32422,41.37899,487.26086,742.79419,215.19194,539.47742,669.14642,126.09252,450.53992,627.10083,201.53764,622.38049,747.49506,-139.78784,711.5675,735.31934,-66.88109,654.41504,643.66632,-129.89694,333.93033,472.45877,184.28876,398.89218,415.54428,135.26654,319.4003,386.27563,188.2061,713.52655,447.99835,-123.33543,781.46454,423.14261,-74.67016,711.53217,400.05649,-130.12273,157.66725,98.83247,92.44188,303.68005,85.33725,67.53317,287.23203,70.07056,174.8933,436.18048,43.93404,119.53439,801.16632,67.48493,-41.49631,952.65076,140.96266,-22.01186,937.50629,127.56921,-118.00569,1063.60168,168.6488,-55.66738,630.84503,1357.49695,30.91131,543.52795,1449.89221,243.63155,559.33527,1474.10852,-173.24632,574.41437,1250.38159,292.32864,536.99042,1239.31396,-208.84972,551.44147,1143.4707,328.85178,467.9631,1153.4198,-242.74193,757.4823,978.0871,279.06912,736.22662,948.81708,333.71359,562.44409,918.85162,-204.42848,511.94006,911.39526,-261.08676,365.58441,36.45559,196.11066,382.47852,40.74858,86.50454,1006.50647,133.35187,-128.94681,1020.00305,146.49858,-27.61137,706.47351,1578.68604,119.09741,716.43176,1583.05859,-19.9231,717.91907,1755.87769,59.68394
